Publication A,Publication B,Number,Publication A xx Publication B
07-A-05,15-D-17,1,Is quoted by
07-A-05,17-D-27,1,Is quoted by
07-A-04,09-D-14,1,Is quoted by
07-A-04,12-D-02,1,Is quoted by
07-A-04,13-D-12,1,Is quoted by
07-A-04,17-D-27,1,Is quoted by
07-A-02,13-D-12,1,Is quoted by
07-A-02,17-D-27,1,Is quoted by
07-A-01,09-D-36,2,Is quoted by
07-A-01,10-A-17,2,Is quoted by
07-A-01,11-A-19,1,Is quoted by
07-A-01,12-D-24,1,Is quoted by
07-A-01,13-A-16,1,Is quoted by
07-A-01,13-D-12,1,Is quoted by
07-A-01,17-D-27,1,Is quoted by
06-MC-03,09-D-10,10,Is quoted by
06-MC-03,13-D-16,2,Is quoted by
06-MC-03,20-A-11,6,Is quoted by
06-MC-02,09-D-18,1,Is quoted by
06-MC-02,13-D-16,2,Is quoted by
06-MC-02,14-MC-01,2,Is quoted by
06-MC-01,13-D-10,2,Is quoted by
06-MC-01,14-MC-01,3,Is quoted by
06-D-40,18-A-03,2,Is quoted by
06-D-39,09-D-38,1,Is quoted by
06-D-37,09-D-31,1,Is quoted by
06-D-37,09-MC-01,1,Is quoted by
06-D-37,10-D-09,1,Is quoted by
06-D-37,13-D-03,1,Is quoted by
06-D-37,19-D-14,1,Is quoted by
06-D-37,21-D-26,2,Is quoted by
06-D-36,09-D-05,1,Is quoted by
06-D-36,10-D-25,5,Is quoted by
06-D-36,10-D-39,1,Is quoted by
06-D-36,11-D-18,1,Is quoted by
06-D-36,12-D-03,4,Is quoted by
06-D-36,13-D-11,1,Is quoted by
06-D-36,13-D-13,10,Is quoted by
06-D-36,13-D-21,2,Is quoted by
06-D-36,14-D-06,1,Is quoted by
06-D-36,16-D-08,1,Is quoted by
06-D-36,20-D-17,1,Is quoted by
06-D-32,18-A-02,1,Is quoted by
06-D-30,10-D-11,1,Is quoted by
06-D-30,10-D-13,1,Is quoted by
06-D-30,10-D-15,5,Is quoted by
06-D-30,10-D-39,1,Is quoted by
06-D-30,12-D-02,1,Is quoted by
06-D-30,12-D-08,1,Is quoted by
06-D-30,12-D-15,1,Is quoted by
06-D-30,13-D-03,1,Is quoted by
06-D-30,13-D-14,1,Is quoted by
06-D-30,19-D-05,1,Is quoted by
06-D-30,19-D-21,1,Is quoted by
06-D-30,20-D-17,1,Is quoted by
06-D-30,21-D-21,1,Is quoted by
06-D-29,09-D-11,1,Is quoted by
06-D-29,11-D-05,1,Is quoted by
06-D-29,14-A-03,1,Is quoted by
06-D-29,15-A-19,1,Is quoted by
06-D-29,15-D-02,14,Is quoted by
06-D-29,17-D-07,1,Is quoted by
06-D-29,18-D-04,2,Is quoted by
06-D-29,18-D-09,2,Is quoted by
06-D-29,19-D-13,1,Is quoted by
06-D-29,20-D-03,3,Is quoted by
06-D-29,20-D-07,3,Is quoted by
06-D-29,21-D-17,1,Is quoted by
06-D-28,12-A-20,5,Is quoted by
06-D-28,12-A-23,1,Is quoted by
06-D-28,12-D-23,1,Is quoted by
06-D-28,13-A-12,1,Is quoted by
06-D-27,10-A-22,2,Is quoted by
06-D-26,10-D-03,1,Is quoted by
06-D-26,10-D-04,1,Is quoted by
06-D-26,16-D-09,1,Is quoted by
06-D-26,20-D-19,1,Is quoted by
06-D-25,09-D-18,1,Is quoted by
06-D-25,09-D-19,1,Is quoted by
06-D-25,09-D-34,1,Is quoted by
06-D-25,10-D-10,1,Is quoted by
06-D-25,11-D-07,1,Is quoted by
06-D-24,12-A-20,4,Is quoted by
06-D-24,12-D-29,1,Is quoted by
06-D-24,19-D-14,1,Is quoted by
06-D-23,12-D-13,1,Is quoted by
06-D-23,21-D-13,1,Is quoted by
06-D-22,20-D-04,1,Is quoted by
06-D-20,10-D-38,1,Is quoted by
06-D-20,19-MC-01,2,Is quoted by
06-D-19,09-D-38,1,Is quoted by
06-D-18,09-D-03,1,Is quoted by
06-D-18,09-D-23,1,Is quoted by
06-D-18,10-A-13,1,Is quoted by
06-D-18,12-D-13,1,Is quoted by
06-D-18,14-D-06,2,Is quoted by
06-D-18,14-D-18,1,Is quoted by
06-D-18,16-D-14,1,Is quoted by
06-D-18,16-D-20,1,Is quoted by
06-D-18,16-MC-01,1,Is quoted by
06-D-18,17-D-21,1,Is quoted by
06-D-18,17-D-25,1,Is quoted by
06-D-18,18-D-14,1,Is quoted by
06-D-18,20-D-11,3,Is quoted by
06-D-18,20-D-15,1,Is quoted by
06-D-18,20-D-21,1,Is quoted by
06-D-16,09-D-02,4,Is quoted by
06-D-16,09-D-04,1,Is quoted by
06-D-16,12-D-16,4,Is quoted by
06-D-16,13-D-05,1,Is quoted by
06-D-16,13-D-10,1,Is quoted by
06-D-16,17-D-23,1,Is quoted by
06-D-16,20-D-08,3,Is quoted by
06-D-16,21-D-18,1,Is quoted by
06-D-15,09-D-07,1,Is quoted by
06-D-15,09-D-25,1,Is quoted by
06-D-14,13-D-10,1,Is quoted by
06-D-13,18-D-02,1,Is quoted by
06-D-12,17-D-27,2,Is quoted by
06-D-11,09-D-38,1,Is quoted by
06-D-10,12-D-20,1,Is quoted by
06-D-09,09-D-31,1,Is quoted by
06-D-09,09-MC-01,1,Is quoted by
06-D-09,10-D-09,1,Is quoted by
06-D-09,11-D-17,2,Is quoted by
06-D-09,12-D-06,1,Is quoted by
06-D-09,12-D-09,1,Is quoted by
06-D-09,12-D-10,1,Is quoted by
06-D-09,12-D-27,1,Is quoted by
06-D-09,13-D-03,1,Is quoted by
06-D-09,13-D-06,1,Is quoted by
06-D-09,13-D-12,1,Is quoted by
06-D-09,13-D-21,1,Is quoted by
06-D-09,14-D-05,1,Is quoted by
06-D-09,14-D-16,1,Is quoted by
06-D-09,14-D-19,1,Is quoted by
06-D-09,14-D-20,1,Is quoted by
06-D-09,15-D-17,1,Is quoted by
06-D-09,15-D-19,2,Is quoted by
06-D-09,15-D-20,1,Is quoted by
06-D-09,16-D-09,2,Is quoted by
06-D-09,16-D-17,1,Is quoted by
06-D-09,16-D-20,1,Is quoted by
06-D-08,09-D-18,1,Is quoted by
06-D-08,09-D-25,2,Is quoted by
06-D-08,09-D-34,3,Is quoted by
06-D-08,10-D-03,1,Is quoted by
06-D-08,10-D-04,2,Is quoted by
06-D-08,10-D-05,1,Is quoted by
06-D-08,10-D-22,1,Is quoted by
06-D-08,10-D-26,2,Is quoted by
06-D-08,10-D-35,1,Is quoted by
06-D-08,11-D-07,2,Is quoted by
06-D-08,13-D-09,1,Is quoted by
06-D-08,16-D-28,1,Is quoted by
06-D-08,18-D-19,1,Is quoted by
06-D-08,21-D-05,1,Is quoted by
06-D-08,21-D-09,1,Is quoted by
06-D-07,09-D-25,1,Is quoted by
06-D-07,10-D-03,1,Is quoted by
06-D-07,10-D-11,1,Is quoted by
06-D-07,11-D-07,1,Is quoted by
06-D-07,12-D-09,2,Is quoted by
06-D-07,15-D-19,1,Is quoted by
06-D-07,16-D-20,1,Is quoted by
06-D-07,20-D-17,1,Is quoted by
06-D-07,21-D-05,2,Is quoted by
06-D-06,15-D-19,2,Is quoted by
06-D-05,09-D-35,1,Is quoted by
06-D-05,11-D-07,1,Is quoted by
06-D-04,12-D-09,1,Is quoted by
06-D-04,19-D-26,1,Is quoted by
06-D-04,20-D-04,1,Is quoted by
06-D-04,21-D-20,4,Is quoted by
06-D-03,10-D-01,1,Is quoted by
06-D-03,10-D-05,1,Is quoted by
06-D-03,10-D-13,1,Is quoted by
06-D-03,10-D-35,1,Is quoted by
06-D-03,10-D-39,1,Is quoted by
06-D-03,12-D-02,1,Is quoted by
06-D-03,12-D-08,1,Is quoted by
06-D-03,12-D-29,1,Is quoted by
06-D-03,13-D-12,1,Is quoted by
06-D-03,15-A-06,1,Is quoted by
06-D-03,15-D-08,1,Is quoted by
06-D-03,16-D-02,1,Is quoted by
06-D-03,16-D-09,1,Is quoted by
06-D-03,16-D-20,2,Is quoted by
06-D-03,19-D-19,1,Is quoted by
06-D-03,20-D-09,1,Is quoted by
06-D-03,20-D-12,1,Is quoted by
06-D-03,21-D-09,1,Is quoted by
06-D-03,21-D-20,1,Is quoted by
06-D-02,12-D-06,1,Is quoted by
06-D-02,20-D-08,1,Is quoted by
06-D-02,20-D-11,1,Is quoted by
06-A-23,11-A-16,2,Is quoted by
06-A-23,14-A-09,1,Is quoted by
06-A-23,19-A-02,1,Is quoted by
06-A-23,21-A-07,1,Is quoted by
06-A-21,11-A-05,1,Is quoted by
06-A-21,14-A-06,1,Is quoted by
06-A-18,10-A-11,3,Is quoted by
06-A-18,10-D-29,1,Is quoted by
06-A-18,11-A-20,3,Is quoted by
06-A-18,12-A-12,5,Is quoted by
06-A-18,12-A-14,1,Is quoted by
06-A-18,16-A-21,3,Is quoted by
06-A-18,18-A-04,3,Is quoted by
06-A-18,21-A-03,1,Is quoted by
06-A-17,15-A-19,2,Is quoted by
06-A-16,09-D-40,1,Is quoted by
06-A-15,11-A-16,1,Is quoted by
06-A-15,14-A-09,1,Is quoted by
06-A-15,19-A-02,1,Is quoted by
06-A-15,21-A-07,1,Is quoted by
06-A-13,09-A-42,4,Is quoted by
06-A-13,10-D-32,10,Is quoted by
06-A-13,11-D-12,2,Is quoted by
06-A-13,13-A-19,5,Is quoted by
06-A-13,14-A-07,1,Is quoted by
06-A-13,15-A-14,1,Is quoted by
06-A-13,18-D-14,2,Is quoted by
06-A-13,19-D-07,1,Is quoted by
06-A-12,09-A-54,4,Is quoted by
06-A-12,10-D-32,1,Is quoted by
06-A-12,11-A-16,1,Is quoted by
06-A-12,14-A-09,1,Is quoted by
06-A-12,19-A-02,1,Is quoted by
06-A-12,21-A-07,1,Is quoted by
06-A-10,09-A-53,5,Is quoted by
06-A-10,10-D-31,2,Is quoted by
06-A-10,11-A-08,1,Is quoted by
06-A-10,13-A-10,2,Is quoted by
06-A-10,14-A-06,1,Is quoted by
06-A-08,13-A-19,1,Is quoted by
06-A-07,10-A-01,1,Is quoted by
06-A-07,15-A-11,11,Is quoted by
06-A-07,21-A-03,1,Is quoted by
06-A-05,09-MC-02,2,Is quoted by
06-A-05,10-A-12,7,Is quoted by
06-A-05,13-A-17,1,Is quoted by
06-A-05,14-D-05,3,Is quoted by
06-A-03,16-A-08,5,Is quoted by
06-A-03,21-A-06,1,Is quoted by
06-A-01,09-A-09,4,Is quoted by
06-A-01,12-A-13,3,Is quoted by
06-A-01,15-A-10,2,Is quoted by
06-A-01,19-A-03,1,Is quoted by
06-A-01,21-A-17,1,Is quoted by
05-D-75,14-A-10,1,Is quoted by
05-D-75,14-A-11,1,Is quoted by
05-D-75,14-A-12,1,Is quoted by
05-D-74,09-D-18,1,Is quoted by
05-D-73,10-D-38,1,Is quoted by
05-D-72,09-D-29,1,Is quoted by
05-D-72,12-A-18,4,Is quoted by
05-D-72,12-A-20,1,Is quoted by
05-D-72,14-D-11,2,Is quoted by
05-D-72,17-D-11,1,Is quoted by
05-D-72,21-A-05,1,Is quoted by
05-D-70,09-D-36,1,Is quoted by
05-D-70,13-A-01,1,Is quoted by
05-D-70,18-A-14,1,Is quoted by
05-D-70,20-A-11,1,Is quoted by
05-D-70,20-D-04,1,Is quoted by
05-D-69,09-D-05,1,Is quoted by
05-D-69,09-D-20,1,Is quoted by
05-D-69,10-D-39,3,Is quoted by
05-D-67,10-D-39,2,Is quoted by
05-D-67,13-D-09,1,Is quoted by
05-D-67,17-D-18,1,Is quoted by
05-D-66,17-D-18,3,Is quoted by
05-D-66,21-D-26,1,Is quoted by
05-D-65,09-D-03,1,Is quoted by
05-D-65,09-D-06,1,Is quoted by
05-D-65,09-D-36,2,Is quoted by
05-D-65,10-A-05,1,Is quoted by
05-D-65,10-A-11,2,Is quoted by
05-D-65,10-A-25,1,Is quoted by
05-D-65,10-D-13,1,Is quoted by
05-D-65,11-A-20,1,Is quoted by
05-D-65,12-A-12,2,Is quoted by
05-D-65,13-D-03,1,Is quoted by
05-D-65,14-D-05,1,Is quoted by
05-D-65,15-A-01,1,Is quoted by
05-D-65,15-D-19,4,Is quoted by
05-D-65,16-D-24,2,Is quoted by
05-D-65,17-D-03,2,Is quoted by
05-D-65,19-D-25,2,Is quoted by
05-D-65,20-D-04,2,Is quoted by
05-D-65,21-D-01,1,Is quoted by
05-D-64,10-A-05,1,Is quoted by
05-D-64,10-A-11,1,Is quoted by
05-D-64,10-A-24,1,Is quoted by
05-D-64,10-A-25,1,Is quoted by
05-D-64,12-A-14,1,Is quoted by
05-D-64,12-D-03,1,Is quoted by
05-D-64,15-A-01,1,Is quoted by
05-D-64,19-D-25,1,Is quoted by
05-D-64,20-D-11,1,Is quoted by
05-D-63,19-D-26,1,Is quoted by
05-D-63,21-D-22,1,Is quoted by
05-D-62,15-A-06,5,Is quoted by
05-D-59,09-D-24,2,Is quoted by
05-D-59,09-D-36,3,Is quoted by
05-D-59,11-D-15,1,Is quoted by
05-D-59,12-D-24,4,Is quoted by
05-D-59,14-A-06,1,Is quoted by
05-D-59,15-D-01,1,Is quoted by
05-D-59,15-D-10,1,Is quoted by
05-D-59,15-D-20,5,Is quoted by
05-D-58,09-D-10,1,Is quoted by
05-D-58,09-D-18,2,Is quoted by
05-D-58,14-D-06,1,Is quoted by
05-D-58,17-D-25,2,Is quoted by
05-D-58,20-D-11,3,Is quoted by
05-D-55,12-D-08,1,Is quoted by
05-D-55,20-D-12,1,Is quoted by
05-D-53,09-A-55,1,Is quoted by
05-D-53,10-A-20,1,Is quoted by
05-D-53,15-D-15,1,Is quoted by
05-D-53,17-D-08,1,Is quoted by
05-D-53,17-D-09,1,Is quoted by
05-D-50,09-D-40,1,Is quoted by
05-D-50,12-D-13,1,Is quoted by
05-D-50,15-A-06,1,Is quoted by
05-D-49,09-A-45,1,Is quoted by
05-D-49,10-A-26,1,Is quoted by
05-D-49,10-D-21,19,Is quoted by
05-D-49,10-D-34,1,Is quoted by
05-D-49,15-D-02,2,Is quoted by
05-D-49,18-A-04,1,Is quoted by
05-D-49,18-D-09,2,Is quoted by
05-D-49,20-D-03,3,Is quoted by
05-D-49,20-D-07,2,Is quoted by
05-D-49,21-D-17,1,Is quoted by
05-D-49,21-D-25,1,Is quoted by
05-D-47,21-A-03,1,Is quoted by
05-D-45,10-D-10,1,Is quoted by
05-D-45,21-D-05,1,Is quoted by
05-D-44,10-A-13,1,Is quoted by
05-D-44,10-MC-01,1,Is quoted by
05-D-44,14-A-07,1,Is quoted by
05-D-44,14-D-02,3,Is quoted by
05-D-44,14-D-06,1,Is quoted by
05-D-44,15-A-06,1,Is quoted by
05-D-44,15-A-14,1,Is quoted by
05-D-44,17-D-11,1,Is quoted by
05-D-43,09-D-07,3,Is quoted by
05-D-43,09-D-17,2,Is quoted by
05-D-43,10-A-15,1,Is quoted by
05-D-43,12-A-06,6,Is quoted by
05-D-43,12-D-02,1,Is quoted by
05-D-43,12-D-19,2,Is quoted by
05-D-43,18-D-12,1,Is quoted by
05-D-43,18-D-18,1,Is quoted by
05-D-43,19-D-01,1,Is quoted by
05-D-43,19-D-02,1,Is quoted by
05-D-43,19-D-19,1,Is quoted by
05-D-43,20-D-10,1,Is quoted by
05-D-43,20-D-17,3,Is quoted by
05-D-39,12-D-24,1,Is quoted by
05-D-38,09-A-55,1,Is quoted by
05-D-38,09-D-05,1,Is quoted by
05-D-38,09-D-25,1,Is quoted by
05-D-38,10-D-04,1,Is quoted by
05-D-38,10-D-39,1,Is quoted by
05-D-38,11-D-13,3,Is quoted by
05-D-38,16-D-02,1,Is quoted by
05-D-37,09-D-05,1,Is quoted by
05-D-37,10-D-39,1,Is quoted by
05-D-36,10-D-21,1,Is quoted by
05-D-35,11-A-17,1,Is quoted by
05-D-34,10-MC-01,1,Is quoted by
05-D-34,13-D-07,1,Is quoted by
05-D-34,19-D-26,1,Is quoted by
05-D-33,10-A-11,1,Is quoted by
05-D-33,14-D-19,1,Is quoted by
05-D-32,09-D-36,2,Is quoted by
05-D-32,10-D-07,1,Is quoted by
05-D-32,12-D-01,1,Is quoted by
05-D-32,12-D-10,3,Is quoted by
05-D-32,14-D-02,1,Is quoted by
05-D-32,14-D-05,1,Is quoted by
05-D-32,15-A-06,2,Is quoted by
05-D-32,15-D-17,1,Is quoted by
05-D-32,20-D-04,2,Is quoted by
05-D-32,21-D-11,1,Is quoted by
05-D-29,12-D-04,1,Is quoted by
05-D-29,12-D-17,1,Is quoted by
05-D-29,14-A-10,1,Is quoted by
05-D-29,14-A-11,1,Is quoted by
05-D-29,14-A-12,1,Is quoted by
05-D-27,09-D-05,1,Is quoted by
05-D-27,09-D-17,1,Is quoted by
05-D-27,10-D-04,1,Is quoted by
05-D-27,10-D-13,1,Is quoted by
05-D-27,10-D-28,1,Is quoted by
05-D-27,10-D-35,1,Is quoted by
05-D-27,10-D-39,1,Is quoted by
05-D-27,12-D-02,1,Is quoted by
05-D-27,12-D-08,2,Is quoted by
05-D-27,12-D-09,1,Is quoted by
05-D-27,12-D-17,1,Is quoted by
05-D-27,12-D-26,1,Is quoted by
05-D-27,12-D-27,1,Is quoted by
05-D-27,13-D-03,1,Is quoted by
05-D-27,13-D-12,1,Is quoted by
05-D-27,13-D-14,1,Is quoted by
05-D-27,14-D-19,1,Is quoted by
05-D-27,14-D-20,1,Is quoted by
05-D-27,15-D-04,1,Is quoted by
05-D-27,15-D-19,1,Is quoted by
05-D-27,16-D-20,1,Is quoted by
05-D-27,18-D-05,1,Is quoted by
05-D-27,19-D-05,1,Is quoted by
05-D-27,19-D-13,1,Is quoted by
05-D-27,19-D-25,1,Is quoted by
05-D-27,20-D-04,1,Is quoted by
05-D-27,20-D-05,1,Is quoted by
05-D-27,20-D-09,1,Is quoted by
05-D-27,20-D-17,1,Is quoted by
05-D-27,20-D-20,1,Is quoted by
05-D-27,21-D-06,1,Is quoted by
05-D-27,21-D-09,1,Is quoted by
05-D-27,21-D-14,1,Is quoted by
05-D-27,21-D-20,1,Is quoted by
05-D-27,21-D-21,1,Is quoted by
05-D-27,21-D-26,1,Is quoted by
05-D-27,21-D-27,1,Is quoted by
05-D-26,16-D-02,1,Is quoted by
05-D-22,12-D-26,1,Is quoted by
05-D-22,15-A-06,1,Is quoted by
05-D-22,21-D-27,1,Is quoted by
05-D-20,17-D-17,1,Is quoted by
05-D-20,20-D-11,1,Is quoted by
05-D-19,09-D-03,1,Is quoted by
05-D-19,09-D-25,2,Is quoted by
05-D-19,10-D-13,1,Is quoted by
05-D-19,10-D-19,1,Is quoted by
05-D-19,10-D-22,1,Is quoted by
05-D-19,13-D-09,4,Is quoted by
05-D-17,09-D-18,1,Is quoted by
05-D-17,09-D-25,1,Is quoted by
05-D-17,09-D-34,2,Is quoted by
05-D-17,10-D-10,1,Is quoted by
05-D-17,10-D-22,2,Is quoted by
05-D-17,10-D-35,1,Is quoted by
05-D-17,11-D-07,1,Is quoted by
05-D-17,13-D-09,1,Is quoted by
05-D-17,21-D-05,4,Is quoted by
05-D-16,10-D-34,6,Is quoted by
05-D-16,17-D-05,1,Is quoted by
05-D-15,09-D-24,1,Is quoted by
05-D-15,09-D-38,1,Is quoted by
05-D-15,18-D-17,2,Is quoted by
05-D-15,21-D-08,1,Is quoted by
05-D-13,10-A-13,2,Is quoted by
05-D-13,10-D-07,1,Is quoted by
05-D-13,12-D-12,1,Is quoted by
05-D-13,14-A-07,1,Is quoted by
05-D-13,15-A-14,1,Is quoted by
05-D-11,12-D-28,1,Is quoted by
05-D-11,14-D-06,1,Is quoted by
05-D-10,12-D-08,6,Is quoted by
05-D-10,16-D-20,1,Is quoted by
05-D-10,18-D-06,1,Is quoted by
05-D-10,20-D-12,2,Is quoted by
05-D-09,21-D-17,2,Is quoted by
05-D-08,21-D-17,1,Is quoted by
05-D-07,12-A-17,1,Is quoted by
05-D-07,21-D-26,1,Is quoted by
05-D-05,15-A-06,1,Is quoted by
05-D-04,10-D-04,1,Is quoted by
05-D-03,14-D-20,1,Is quoted by
05-D-01,09-D-02,1,Is quoted by
05-D-01,09-D-04,2,Is quoted by
05-A-25,10-A-19,1,Is quoted by
05-A-25,11-A-15,4,Is quoted by
05-A-25,12-A-09,1,Is quoted by
05-A-24,13-D-06,3,Is quoted by
05-A-22,09-D-08,1,Is quoted by
05-A-22,10-A-04,6,Is quoted by
05-A-22,10-A-29,1,Is quoted by
05-A-22,11-A-15,2,Is quoted by
05-A-22,11-A-17,2,Is quoted by
05-A-22,12-A-08,1,Is quoted by
05-A-22,14-A-13,7,Is quoted by
05-A-20,12-A-15,3,Is quoted by
05-A-19,11-A-16,1,Is quoted by
05-A-19,14-A-09,1,Is quoted by
05-A-19,19-A-02,1,Is quoted by
05-A-19,21-A-07,1,Is quoted by
05-A-18,09-D-04,1,Is quoted by
05-A-18,09-D-33,1,Is quoted by
05-A-18,14-D-02,3,Is quoted by
05-A-16,09-MC-01,1,Is quoted by
05-A-16,10-A-20,1,Is quoted by
05-A-16,13-D-16,1,Is quoted by
05-A-15,10-A-04,3,Is quoted by
05-A-15,21-A-01,2,Is quoted by
05-A-14,11-A-16,1,Is quoted by
05-A-11,11-A-15,2,Is quoted by
05-A-10,09-D-15,1,Is quoted by
05-A-10,09-D-36,2,Is quoted by
05-A-10,11-A-07,1,Is quoted by
05-A-10,13-A-15,1,Is quoted by
05-A-10,14-A-08,2,Is quoted by
05-A-09,11-A-19,2,Is quoted by
05-A-08,09-A-44,1,Is quoted by
05-A-08,10-A-02,5,Is quoted by
05-A-08,10-A-07,1,Is quoted by
05-A-08,10-A-27,1,Is quoted by
05-A-08,11-A-10,3,Is quoted by
05-A-08,12-A-03,1,Is quoted by
05-A-08,12-A-05,2,Is quoted by
05-A-08,13-A-13,1,Is quoted by
05-A-08,14-A-05,1,Is quoted by
05-A-06,09-A-33,2,Is quoted by
05-A-06,10-A-11,1,Is quoted by
05-A-06,14-A-10,3,Is quoted by
05-A-06,14-A-11,3,Is quoted by
05-A-06,14-A-12,3,Is quoted by
05-A-05,09-D-24,2,Is quoted by
05-A-05,09-MC-02,1,Is quoted by
05-A-05,11-A-07,1,Is quoted by
05-A-05,13-A-15,1,Is quoted by
05-A-05,14-A-08,2,Is quoted by
05-A-04,11-A-15,2,Is quoted by
05-A-04,21-A-01,1,Is quoted by
05-A-03,09-D-24,1,Is quoted by
05-A-03,09-D-31,1,Is quoted by
05-A-03,11-A-05,1,Is quoted by
05-A-03,14-A-06,1,Is quoted by
05-A-02,09-A-51,4,Is quoted by
05-A-02,13-A-23,2,Is quoted by
05-A-02,14-A-17,2,Is quoted by
05-A-02,15-A-07,2,Is quoted by
05-A-02,18-A-10,1,Is quoted by
05-A-01,12-D-03,1,Is quoted by
05-A-01,18-D-08,1,Is quoted by
04-MC-02,09-D-24,1,Is quoted by
04-MC-02,09-D-36,7,Is quoted by
04-MC-02,09-MC-02,6,Is quoted by
04-MC-02,10-A-17,2,Is quoted by
04-MC-02,11-D-05,2,Is quoted by
04-MC-02,12-D-05,1,Is quoted by
04-MC-02,12-D-24,2,Is quoted by
04-MC-02,14-D-05,3,Is quoted by
04-MC-02,14-D-17,1,Is quoted by
04-MC-02,14-MC-01,1,Is quoted by
04-MC-02,15-D-17,3,Is quoted by
04-MC-01,10-A-18,1,Is quoted by
04-D-79,09-A-44,1,Is quoted by
04-D-79,12-A-05,2,Is quoted by
04-D-79,12-A-22,1,Is quoted by
04-D-79,12-D-04,2,Is quoted by
04-D-79,14-A-10,1,Is quoted by
04-D-79,14-A-11,1,Is quoted by
04-D-79,14-A-12,1,Is quoted by
04-D-79,18-D-07,7,Is quoted by
04-D-78,10-D-04,1,Is quoted by
04-D-78,10-D-35,1,Is quoted by
04-D-77,12-D-11,1,Is quoted by
04-D-77,17-D-11,1,Is quoted by
04-D-77,18-D-20,2,Is quoted by
04-D-77,19-D-03,2,Is quoted by
04-D-77,21-A-05,1,Is quoted by
04-D-77,21-D-13,2,Is quoted by
04-D-77,21-D-18,1,Is quoted by
04-D-75,12-D-19,1,Is quoted by
04-D-75,13-D-21,2,Is quoted by
04-D-75,14-D-08,1,Is quoted by
04-D-75,16-D-09,1,Is quoted by
04-D-75,16-D-23,1,Is quoted by
04-D-74,09-D-10,1,Is quoted by
04-D-74,14-A-05,1,Is quoted by
04-D-73,21-D-20,1,Is quoted by
04-D-70,11-D-06,5,Is quoted by
04-D-70,11-D-14,1,Is quoted by
04-D-70,13-D-11,1,Is quoted by
04-D-70,14-D-08,1,Is quoted by
04-D-70,17-D-13,4,Is quoted by
04-D-67,12-D-20,1,Is quoted by
04-D-66,12-D-27,1,Is quoted by
04-D-66,21-A-08,1,Is quoted by
04-D-65,09-D-19,1,Is quoted by
04-D-65,09-D-24,1,Is quoted by
04-D-65,09-D-31,1,Is quoted by
04-D-65,11-D-10,1,Is quoted by
04-D-65,11-MC-01,1,Is quoted by
04-D-65,17-D-26,1,Is quoted by
04-D-65,21-D-22,1,Is quoted by
04-D-60,09-D-29,1,Is quoted by
04-D-60,12-D-11,1,Is quoted by
04-D-60,14-D-06,1,Is quoted by
04-D-57,09-D-18,1,Is quoted by
04-D-57,12-D-06,2,Is quoted by
04-D-57,14-A-13,1,Is quoted by
04-D-55,17-D-07,1,Is quoted by
04-D-54,09-A-56,2,Is quoted by
04-D-54,09-D-06,2,Is quoted by
04-D-54,14-D-04,1,Is quoted by
04-D-54,18-A-03,2,Is quoted by
04-D-52,14-A-10,1,Is quoted by
04-D-52,14-A-11,1,Is quoted by
04-D-52,14-A-12,1,Is quoted by
04-D-51,09-D-06,7,Is quoted by
04-D-51,14-MC-01,1,Is quoted by
04-D-50,16-D-02,1,Is quoted by
04-D-50,18-D-19,1,Is quoted by
04-D-49,13-D-23,1,Is quoted by
04-D-48,09-D-15,3,Is quoted by
04-D-48,09-D-36,4,Is quoted by
04-D-48,09-MC-02,2,Is quoted by
04-D-48,10-A-13,1,Is quoted by
04-D-48,10-D-11,1,Is quoted by
04-D-48,11-A-10,1,Is quoted by
04-D-48,11-MC-01,1,Is quoted by
04-D-48,12-A-19,1,Is quoted by
04-D-48,12-D-24,3,Is quoted by
04-D-48,14-D-05,3,Is quoted by
04-D-48,15-D-17,1,Is quoted by
04-D-48,16-MC-01,1,Is quoted by
04-D-48,19-A-02,1,Is quoted by
04-D-48,21-A-07,1,Is quoted by
04-D-48,21-D-20,1,Is quoted by
04-D-47,21-D-17,1,Is quoted by
04-D-44,16-MC-01,1,Is quoted by
04-D-44,20-D-04,1,Is quoted by
04-D-44,21-A-08,1,Is quoted by
04-D-42,12-D-06,2,Is quoted by
04-D-42,12-D-09,2,Is quoted by
04-D-42,12-D-10,2,Is quoted by
04-D-42,12-D-27,2,Is quoted by
04-D-42,13-D-03,2,Is quoted by
04-D-42,13-D-06,2,Is quoted by
04-D-42,13-D-12,2,Is quoted by
04-D-42,13-D-21,2,Is quoted by
04-D-42,14-D-05,2,Is quoted by
04-D-42,14-D-16,2,Is quoted by
04-D-42,14-D-19,1,Is quoted by
04-D-42,14-D-20,2,Is quoted by
04-D-42,15-D-17,2,Is quoted by
04-D-42,15-D-19,1,Is quoted by
04-D-42,15-D-20,2,Is quoted by
04-D-42,16-D-09,1,Is quoted by
04-D-42,16-D-17,2,Is quoted by
04-D-40,10-D-38,1,Is quoted by
04-D-40,15-A-06,1,Is quoted by
04-D-39,09-D-04,1,Is quoted by
04-D-36,15-A-06,1,Is quoted by
04-D-33,14-D-07,1,Is quoted by
04-D-32,09-D-06,1,Is quoted by
04-D-32,09-D-18,1,Is quoted by
04-D-32,09-MC-01,1,Is quoted by
04-D-32,10-D-14,1,Is quoted by
04-D-32,10-D-20,1,Is quoted by
04-D-32,12-D-29,2,Is quoted by
04-D-32,14-D-06,1,Is quoted by
04-D-32,16-MC-01,1,Is quoted by
04-D-32,17-D-02,1,Is quoted by
